|music|,|ok but this is me URL|
|music|,|AT_USER 20 unreleased sam spence nfl music tracks with highlights - 1080p/60fps URL|
|music|,|hey @ crystal beer: if i have to hear another goddamn terrible music ad from you lot i'm gonna fucking stab myself in the head|
|music|,|if i'm being 100% honest though i used to be a massive paramore fan from the ages of 9-13 but that's hardly being into emo music imo|
|music|,|nowplaying africa music station anankabango young kay feat' tigris.mp3 unknown unknown - anankabango young kay feat' tigris.mp3|
|music|,"|i live for music festivals, concerts and coachella|"
|politics|,"|me: ""so the alt right in england--i don't know what they call their neo-nazi party there--"" my mom: ""parliament?|"
|politics|,|live the fire of your hearth ! @ parliament of canada URL|
|politics|,|rap roots on now! parliament - mothership connection hiphop funk radio URL|
|politics|,"|AT_USER never said i was perfect but with trump winning nomination & presidency as i predicted & never waivered, i have right 2sayanything|"
|politics|,|still . . . not caring. i hope trump goes to his resort every weekend for the remainder of his presidency. URL|
|politics|,"|north korea's parliament meets, with kim jong un at center URL|"
|politics|,|AT_USER you can't distance yourself from someone who's been right by your side since day 1 of the presidency.|
|politics|,|parliament passes bill to ensure equal rights to people affected by hiv URL URL|
|politics|,|north korea decries us carrier dispatch as parliament meets URL south_china_sea|
|politics|,|parliament passes bill to ensure equal rights to people affected by hiv URL URL|
|politics|,|parliament passes bill to ensure equal rights to people affected by hiv URL URL|
|politics|,|parliament passes bill to ensure equal rights to people affected by hiv URL news indiannews URL|
|politics|,|parliament passes bill to ensure equal rights to people affected by hiv URL URL|
|politics|,|parliament passes bill to ensure equal rights to people affected by hiv URL URL|
|politics|,|india parliament passes bill to ensure equal rights to people affected by hiv URL URL|
|politics|,|AT_USER how about we replace the entire trump presidency and cabinet|
|politics|,|lying f ing piece ofgarbage URL|
|politics|,|petition: make online abuse a specific criminal offence and create a register of offenders URL|
|politics|,|uk parliament passes georgia may boycott world politics may benefit of heart disease|
|politics|,|when it comes to trump - liberal hypocrisy is simply too easy to spot URL|
|politics|,|dutch parliament bans burqa & hijab in public spaces URL|
|politics|,|2017 first presidency easter message URL|
|politics|,|AT_USER AT_USER AT_USER AT_USER AT_USER i was outraged when i found out trump won the presidency!|
|politics|,|modi promised to fast track the cases and sc refused URL|
|politics|,|le pen vows to make 'every second' of her presidency useful for france URL|
|politics|,|bout time URL|
|politics|,|rights immigrants must know during a trump presidency (farsi) URL stopicecold|
|politics|,|AT_USER AT_USER he's just reflecting the presidency - which is also a nightmare. so yeah|
|politics|,|AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL|
|politics|,|AT_USER donald trump's. i could lessen the impact of his presidency on america and/or just resign.|
|politics|,|AT_USER so many common people lost chance to get their voice heard in parliament just becoz of mps missing in action this is real bad|
|politics|,"|spicer , or anyone on that tone deaf administration apologizing is as phony as little donnie's so called presidency|"
|politics|,|imo qanda the media's love affair with islamaphobia in parliament was the new arnott's shapes :)|
|politics|,|AT_USER correct. electoral college is for the presidency only|
|politics|,|dem haffi carefull how them talk bout finsac inna parliament enu... certain man wi get heart attack (on the pnp side).|
|politics|,"|in parliament that happened, the president denied the violence began fast, despite a backlash against politics it had always wondered.|"
|politics|,|parliament-funkadelic - do that stuff [hd] - youtube URL|
|politics|,"|xenophon, ketter, hume and smith at nsw parliament for inquiry into insurance sector. good room tho URL|"
|politics|,|good grief the trump white house can't even organize a freaking easter egg roll! a metaphor for the trump presidency URL|
|politics|,|AT_USER such a disgusting presidency. you don't have the capacity to approach turmoil reasonably and intelligently. nor your staff.|
|politics|,"|north korea's parliament meets, with kim jong un at center URL|"
|politics|,"|AT_USER if this presidency has taught me anything, it's that alot can happen in 2 weeks|"
|politics|,|here's the 2017 easter message from the first presidency of the AT_USER URL|
|politics|,|enjoy your presidency AT_USER you'll have just one mandate as you became a warmonger and fight on the side of al qaeda and isis|
|politics|,|buchanan: war consuming presidency... tcot wakeupamerica URL|
|politics|,|ever since the inauguration trump has seem to come under fire. his presidency looked to be on the brink with flynn seeking immunity.|
|politics|,|le pen vows to make 'every second' of her presidency useful for france URL|
|politics|,|pres. jimmy carter tears into the sad reality of the trump presidency URL|
|politics|,|AT_USER AT_USER her & her hubby for ruining trumps presidency? he'd be ok if not for the two of them? ah no|
|politics|,|how trump's presidency will cost you more than you think | URL URL|
|politics|,|how trump's presidency will cost you more than you think | URL URL|
|politics|,|trump family's too busy making money from the presidency & dodging russia rumors to celebrate a christian holiday. URL|
|politics|,|1/4 truth i am so f'ing feed up w/ ic not putting an end to trump presidency leading america 2 wwiii|
|politics|,|pres. carter: u.s. now an 'oligarchy' where 'unlimited political bribery' is path to presidency URL|
|politics|,|AT_USER it seems AT_USER tl is a microcosm of the trump presidency. this isn't the man i thought i knew in 2016|
|politics|,|petition: put the final brexit deal to a referendum with revoking article 50 as an option. URL|
|politics|,|the vacancy in kansas left by pompeo might be snatched up by a democrat URL|
|politics|,"|asked my students to find articles about the current election. ""what's an article?"" they couldn't name a newspaper either. AT_USER|"
|politics|,"|why does ks04 election have republicans scrambling? for starters, the result could be a sign of what's to come URL|"
|politics|,"|AT_USER you know, you might have lent a hand to the election in kansas today.|"
|politics|,|neck and neck so far... URL|
|politics|,"|and a long exam, a pregnant patient to assess, an election, and a proclamation all in one day! URL|"
|politics|,|currently: ks04 URL|
|politics|,|gotta bring this one home. send a message URL|
|politics|,|this ks special election looks like it's gonna be tight. shouldn't be tight - should be an r blowout. take heart. URL|
|politics|,"|cache takes a second to clear, per our database thompson now at just a 847 vote lead with 40% reporting URL|"
|politics|,|this is looking good! go thompson! URL|
|politics|,|local election on may 14-nc president deuba URL|
|politics|,|live results: republicans defend house seat in kansas special election URL|
|politics|,|republican shenanigans URL|
|politics|,"|yeah, if you could just make an election night longer... URL|"
|politics|,|get in there thommo! AT_USER ks04 URL|
|politics|,|AT_USER i guess the resistance is real....insane that this election is even remotely close. it's kansas!|
|politics|,|oh please oh please! go dems! URL|
|politics|,|here is a link to the ks-4 special congressional election returns from the ks secretary of state's website: URL|
|politics|,|was that kansas election today? maddow|
|politics|,|this is all of us since election day...... loveher URL|
|politics|,|1. the kansas special election stunner tonight is an indictment rendered by the voters of republican kansas.|
|politics|,|kids : mitti chor adults : chara chor legends : samose/16k thali chor tamperedevmblindec AT_USER URL|
|politics|,|who will trump bomb next to deflect attention from carterpage being under fbi surveillance for contact with russia during the election?|
|politics|,|anyone know the kansas election is going|
|politics|,|oy! this is the county where a wichita mathematician found statistical anomalies in 2014 URL|
|politics|,"|AT_USER i ask as a foreigner, this page confuses me: URL r defends, graph shows a d on top.|"
|politics|,|kansas special election results URL|
|politics|,"|us stocks edge lower on worries over syria, french election URL|"
|politics|,|live results for special house election in kansas URL|
|politics|,|oh snap. URL|
|politics|,|live results for special house election in kansas URL nytimes|
|politics|,|the buffalo wild wings intervention on special election night ks04 URL|
|politics|,|URL omfg!!!|
|politics|,|the democrats don't learn. URL|
|politics|,"|since the election campaign of trump i wake up everyday 3am my time to watch ac360,80% of the time till date, there is always breaking news|"
|politics|,|watching these results like come on kansas. URL|
|sports|,|cricket pakistan & westndies match|
|sports|,|breaking sports uk usa trending sporty gif URL|
|sports|,|star-telegram: mavericks coach rick carlisle gushes about tony romo URL|
|sports|,|champions! i just guided welwyn garden to 1st place in the prem URL [pro edition]|
|sports|,|words can't express how much i love dfw sports URL|
|sports|,|URL shoes new adidas mens sz 10.5 messi 15.2 soccer shoes cleats|
|sports|,|breaking sports uk usa trending rangers will try to forget their struggles in montreal URL|
|sports|,|breaking sports uk usa trending olympic race walking is faced with a dilemma URL|
|sports|,|AT_USER AT_USER hunter sucks at fifa and blames his poor talent on messi|
|sports|,|breaking sports uk usa trending sporty gif URL|
|sports|,"|AT_USER AT_USER how come AT_USER cares more about sports than racism, diversity, and morality issues in umd|"
|sports|,|breaking sports uk usa trending sporty gif URL|
|sports|,"|the 30 nba team logos, ranked URL URL|"
|sports|,|breaking sports uk usa trending sporty gif URL|
|sports|,|nba 2006-07 kylelowry fleer ultra world premiere gold rookie card # 221 villanova URL URL|
|sports|,|breaking sports uk usa trending sporty gif URL|
|sports|,"|to be ""professional"" basketball players these dudes miss a lot of shots. nba|"
|sports|,|why i love football URL|
|sports|,|i added a video to a AT_USER playlist URL storm lake vs cherokee junior football on 10-06-08|
|sports|,|peewee aa -call for head coaches stalbert coaches hockey URL|
|sports|,"|breaking sports uk usa trending goalies are pulled, but not out of thin air URL|"
|sports|,|ray ramirez is the worst trainer in sports AT_USER|
|sports|,|breaking sports uk usa trending sporty gif URL|
|sports|,"|ku basketball representing hard out here. collison, aldrich, rush, & wiggins|"
|sports|,"|would have been highly against nba rules but wolves totally should have pulled a ""mighty ducks"" and came out in new jerseys & dominated!|"
|sports|,"|please help support alhilal football club, add a twibbon now! URL|"
|sports|,"|AT_USER i love san ramon! ! ! i coached football at cal high in 2012 - freshman team. they let you have the twitter, huh?|"
|sports|,|personalized football keychain - football gift - team gift - h by jazzhandssupply URL via AT_USER|
|sports|,|happy birthday!!!! :-) hope it was as lit as this football game URL|
|sports|,"|the offseason podcast continue, can't wait to get into this one. fantasyfootball URL|"
|sports|,|wa seniors! would you be interested to play bubble soccer the day of our senior celebration??|
|sports|,"|ut star freshman jarrett allen hires agent, will enter nba draft URL URL|"
|sports|,"|new richmond baseball, soccer get key wins:... URL|"
|sports|,"|hey, at least we're 24 hours away from blues playoff hockey|"
|sports|,|URL shoes adidas tennis shoes sneakers sz 9.5 leather brown blue lace up mens soccer|
|sports|,|total football. URL|
|sports|,|hosting the sports house tonight at 7pt 10est on AT_USER AT_USER AT_USER exclusively on AT_USER tune in!!|
|sports|,"|yes it is. unreal, but he will be back. URL|"
|sports|,"|don't listen to em, AT_USER ! we love you! URL|"
|sports|,|AT_USER ok dear. off to hockey|
|sports|,"|i've coached basketball, swimming, water polo, football, baseball, softball, volleyball, diving, track, military competition and surf rescue|"
|sports|,|playoff hockey is my religion.|
|sports|,|whaaat... so tony romo playing basketball now??|
|sports|,|the latest the ohio state football daily! URL thanks to AT_USER|
|sports|,"|ut star freshman jarrett allen hires agent, will enter nba draft URL URL|"
|sports|,|congrats to next level alum AT_USER on being named kjccc pitcher of the week. nlbfamily URL|
|sports|,|esports gets an introduction to major college sports at the university of utah - URL|
|sports|,"|the world may seem like a terrible place right now, but! playoff hockey starts tomorrow, so things will get better soon!|"
